domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
sonsoflibertymedia.com,0.1391,1,Very Low,0.1032,0.2000,2,pc1+llm+iffy
sonsoflibertyradio.com,0.2562,2,Low,0.2843,0.2000,,pc1+llm
sooeveningnews.com,0.6665,4,Moderately High,0.6665,,,pc1
sookenewsmirror.com,0.5992,3,Mixed,0.5992,,,pc1
soonerstatenews.com,0.4939,3,Mixed,0.5659,,4,pc1+iffy
sootoday.com,0.8169,5,High,0.8169,,,pc1
soros.news,0.2293,2,Low,0.2439,0.2000,,pc1+llm
sosharethis.com,0.6492,4,Moderately High,0.6492,,,pc1
sostenitori.info,0.2165,2,Low,0.2165,,,pc1
sott.net,0.1694,1,Very Low,0.1638,0.2000,2,pc1+llm+iffy
sourceplanet.net,0.4667,3,Mixed,0.4667,,,pc1
sourcepolitics.com,0.6170,4,Moderately High,0.6170,,,pc1
sourcesnews.com,0.7335,4,Moderately High,0.7335,,,pc1
sourcewatch.org,0.6361,4,Moderately High,0.6041,0.7000,,pc1+llm
south-eastjournal.com,0.7589,4,Moderately High,0.7589,,,pc1
southabqnews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
southafricatoday.net,0.3261,2,Low,0.3273,0.3000,4,pc1+llm+iffy
southalabamatimes.com,0.3238,2,Low,0.3108,,4,pc1+iffy
southalamedanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
southashevillenews.com,0.3927,2,Low,0.4140,,4,pc1+iffy
southatlantanews.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
southbayleader.com,0.3275,2,Low,0.3162,,4,pc1+iffy
southbaysdnews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
southbendtimes.com,0.3993,2,Low,0.4239,,4,pc1+iffy
southbendtribune.com,0.8456,5,High,0.9184,0.7000,,pc1+llm
southbergennews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
southbirminghamtimes.com,0.4064,3,Mixed,0.4346,,4,pc1+iffy
southboundanddown.com,0.6300,4,Moderately High,0.6300,,,pc1
southbrazorianews.com,0.5177,3,Mixed,0.5177,,,pc1
southbrowardnews.com,0.3565,2,Low,0.3597,,4,pc1+iffy
southcentralreporter.com,0.3842,2,Low,0.4013,,4,pc1+iffy
southcharlottetoday.com,0.5466,3,Mixed,0.6449,,4,pc1+iffy
southchestertoday.com,0.4559,3,Mixed,0.4559,,,pc1
southcoasttimes.com,0.5274,3,Mixed,0.6161,,4,pc1+iffy
southcoasttoday.com,0.7201,4,Moderately High,0.7302,0.7000,,pc1+llm
southcolumbusnews.com,0.4837,3,Mixed,0.5506,,4,pc1+iffy
southcooknews.com,0.4688,3,Mixed,0.6625,0.2000,4,pc1+llm+iffy
southcotimes.com,0.4819,3,Mixed,0.4819,,,pc1
southcumberlandnews.com,0.4510,3,Mixed,0.4510,,,pc1
southcuyahoganews.com,0.3659,2,Low,0.3739,,4,pc1+iffy
southdaytonnews.com,0.4651,3,Mixed,0.5227,,4,pc1+iffy
southdelconews.com,0.5437,3,Mixed,0.5437,,,pc1
southdfwnews.com,0.4122,3,Mixed,0.4122,,,pc1
southdsmnews.com,0.6265,4,Moderately High,0.7647,,4,pc1+iffy
southeasterntimes.org,0.3500,2,Low,,,4,iffy
southendnewsnetwork.net,0.4458,3,Mixed,0.4458,,,pc1
southernchestercountyweeklies.com,0.6088,4,Moderately High,0.6088,,,pc1
southerncoloradotimes.com,0.3500,2,Low,,,4,iffy
southernconservativeextra.com,0.2438,2,Low,0.2438,,,pc1
southernindianatoday.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
southernliving.com,0.6353,4,Moderately High,0.6029,0.7000,,pc1+llm
southernminn.com,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
southernpatriotnews.com,0.4506,3,Mixed,0.5759,0.2000,,pc1+llm
southernwvnews.com,0.4819,3,Mixed,0.4819,,,pc1
southfairfaxnews.com,0.3970,2,Low,0.3970,,,pc1
southfloridagaynews.com,0.6135,4,Moderately High,0.6135,,,pc1
southfranklinnews.com,0.4475,3,Mixed,0.4963,,4,pc1+iffy
southfront.org,0.1820,1,Very Low,0.1890,0.2000,2,pc1+llm+iffy
southfultontoday.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
southgalvestonnews.com,0.6449,4,Moderately High,0.6449,,,pc1
southgeorgiatimes.com,0.4816,3,Mixed,0.5475,,4,pc1+iffy
southguilfordnews.com,0.4621,3,Mixed,0.5181,,4,pc1+iffy
southgwinnettnews.com,0.5073,3,Mixed,0.5860,,4,pc1+iffy
southhennepinnews.com,0.3716,2,Low,0.3824,,4,pc1+iffy
southindynews.com,0.3836,2,Low,0.4005,,4,pc1+iffy
southiowanews.com,0.4095,3,Mixed,0.4392,,4,pc1+iffy
southjeffconews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
southjerseylocalnews.com,0.7067,4,Moderately High,0.7067,,,pc1
southjerseysun.com,0.5246,3,Mixed,0.6119,,4,pc1+iffy
southkcnews.com,0.5213,3,Mixed,0.6070,,4,pc1+iffy
southkentnews.com,0.5801,3,Mixed,0.6952,,4,pc1+iffy
southkingnews.com,0.4814,3,Mixed,0.4814,,,pc1
southknoxnews.com,0.6168,4,Moderately High,0.6168,,,pc1
southlaketoday.com,0.2721,2,Low,0.2332,,4,pc1+iffy
southlancasternews.com,0.6070,4,Moderately High,0.6070,,,pc1
southlouisiananews.com,0.3670,2,Low,0.3755,,4,pc1+iffy
southmainenews.com,0.3604,2,Low,0.3656,,4,pc1+iffy
southmecklenburgnews.com,0.6425,4,Moderately High,0.7887,,4,pc1+iffy
southmianews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
southmichigannews.com,0.4837,3,Mixed,0.5506,,4,pc1+iffy
southmiddlesextimes.com,0.4675,3,Mixed,0.5263,,4,pc1+iffy
southncnews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
southnewcastlenews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
southoctimes.com,0.3275,2,Low,0.3162,,4,pc1+iffy
southohionews.com,0.4637,3,Mixed,0.5206,,4,pc1+iffy
southokcnews.com,0.5239,3,Mixed,0.6109,,4,pc1+iffy
southomahatimes.com,0.4066,3,Mixed,0.4348,,4,pc1+iffy
southoregonnews.com,0.4806,3,Mixed,0.5459,,4,pc1+iffy
southorlandonews.com,0.3541,2,Low,0.3561,,4,pc1+iffy
southpalmbeachtoday.com,0.3541,2,Low,0.3561,,4,pc1+iffy
southpimanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
southpinellastimes.com,0.3565,2,Low,0.3597,,4,pc1+iffy
southplattesentinel.com,0.6856,4,Moderately High,0.6856,,,pc1
southraleighnews.com,0.3716,2,Low,0.3824,,4,pc1+iffy
southsactoday.com,0.3082,2,Low,0.2874,,4,pc1+iffy
southsanantonionews.com,0.4819,3,Mixed,0.4819,,,pc1
southsfbaynews.com,0.3001,2,Low,0.2751,,4,pc1+iffy
southsfvtoday.com,0.3275,2,Low,0.3162,,4,pc1+iffy
southsgvnews.com,0.3275,2,Low,0.3162,,4,pc1+iffy
southsideshowdown.com,0.7122,4,Moderately High,0.7122,,,pc1
southsidevanews.com,0.3739,2,Low,0.3739,,,pc1
southsnohomishnews.com,0.5506,3,Mixed,0.5506,,,pc1
southsoundtimes.com,0.7198,4,Moderately High,0.7198,,,pc1
southstlnews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
southsummitnews.com,0.5007,3,Mixed,0.5760,,4,pc1+iffy
southtidewaternews.com,0.3839,2,Low,0.3839,,,pc1
southtrianglenews.com,0.4477,3,Mixed,0.4966,,4,pc1+iffy
southtulsatoday.com,0.3581,2,Low,0.3621,,4,pc1+iffy
southutahnews.com,0.6449,4,Moderately High,0.6449,,,pc1
southvermontnews.com,0.6161,4,Moderately High,0.6161,,,pc1
southwalesargus.co.uk,0.6396,4,Moderately High,0.6093,0.7000,,pc1+llm
southwhidbeyrecord.com,0.7740,4,Moderately High,0.7740,,,pc1
southwichitanews.com,0.3489,2,Low,0.3483,,4,pc1+iffy
southwinstonsalemnews.com,0.5267,3,Mixed,0.6150,,4,pc1+iffy
sovereignman.com,0.3984,2,Low,0.3984,,,pc1
sovren.media,0.1500,1,Very Low,,,2,iffy
sowisconsintimes.com,0.6134,4,Moderately High,0.6134,,,pc1
sp.neuronation.com/en,0.2435,2,Low,0.2435,,,pc1
space.com,0.8416,5,High,0.8374,0.8500,,pc1+llm
space.news,0.1540,1,Very Low,0.2059,,1,pc1+iffy
spacecityscoop.com,0.5624,3,Mixed,0.5624,,,pc1
spacetourism.news,0.3052,2,Low,0.3052,,,pc1
spartanavenue.com,0.6300,4,Moderately High,0.6300,,,pc1
spartanburgreporter.com,0.6149,4,Moderately High,0.6149,,,pc1
spartareport.com,0.6090,4,Moderately High,0.6090,,,pc1
spectator.co.uk,0.7526,4,Moderately High,0.7789,0.7000,,pc1+llm
spectator.org,0.4124,3,Mixed,0.4187,0.4000,,pc1+llm
spectator.us,0.6733,4,Moderately High,0.7100,0.6000,,pc1+llm
spectatorworld.com,0.6339,4,Moderately High,0.6509,0.6000,,pc1+llm
spectrumlocalnews.com,0.6531,4,Moderately High,0.6296,0.7000,,pc1+llm
spectrumnews.org,0.7376,4,Moderately High,0.7064,0.8000,,pc1+llm
spectrumnews1.com,0.7721,4,Moderately High,0.8082,0.7000,,pc1+llm
spectrumreport.com,0.8589,5,High,0.8589,,,pc1
speech-point.com,0.3064,2,Low,0.3846,,2,pc1+iffy
speech-point.net,0.3717,2,Low,0.3717,,,pc1
speechline.net,0.5894,3,Mixed,0.5894,,,pc1
speisa.com,0.1724,1,Very Low,0.1697,0.2000,2,pc1+llm+iffy
spektrum.de,0.6633,4,Moderately High,0.5949,0.8000,,pc1+llm
speld.nl,0.5144,3,Mixed,0.5144,,,pc1
spencerfernando.com,0.5461,3,Mixed,0.6691,0.3000,,pc1+llm
spiegel.de,0.8446,5,High,0.8169,0.9000,,pc1+llm
spiked-online.com,0.5338,3,Mixed,0.6007,0.4000,,pc1+llm
spin.com,0.7451,4,Moderately High,0.7677,0.7000,,pc1+llm
spinzon.com,0.2164,2,Low,0.2164,,,pc1
spirulina.news,0.2423,2,Low,0.2423,,,pc1
splcenter.org,0.7305,4,Moderately High,0.6957,0.8000,,pc1+llm
splinternews.com,0.4571,3,Mixed,0.4571,,,pc1
spokanecotimes.com,0.4559,3,Mixed,0.4559,,,pc1
spokanestandard.com,0.4529,3,Mixed,0.4529,,,pc1
spokesman-recorder.com,0.6639,4,Moderately High,0.6459,0.7000,,pc1+llm
spokesman.com,0.7957,4,Moderately High,0.8435,0.7000,,pc1+llm
sportdfw.com,0.5924,3,Mixed,0.5924,,,pc1
sportingnews.com,0.6659,4,Moderately High,0.5989,0.8000,,pc1+llm
sports.nbcsports.com,0.5503,3,Mixed,0.5503,,,pc1
sports.whatfinger.com,0.2529,2,Low,0.2529,,,pc1
sports.yahoo.com,0.8162,5,High,0.8162,,,pc1
sportscasting.com,0.5989,3,Mixed,0.5989,,,pc1
sportsnet.ca,0.8230,5,High,0.8095,0.8500,,pc1+llm
sportspickle.com,0.3828,2,Low,0.3828,,,pc1
sportswithballs.com,0.5740,3,Mixed,0.5740,,,pc1
sportsworld.nbcsports.com,0.7148,4,Moderately High,0.7148,,,pc1
spotlightpa.org,0.8844,5,High,0.9266,0.8000,,pc1+llm
spotlightstories.co,0.6573,4,Moderately High,0.6573,,,pc1
springfieldcitywire.com,0.4016,3,Mixed,0.4274,,4,pc1+iffy
springfieldrecord.com,0.6109,4,Moderately High,0.6109,,,pc1
springfieldstandard.com,0.3927,2,Low,0.4140,,4,pc1+iffy
springstimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
sprotspickle.com,0.2438,2,Low,0.2438,,,pc1
sprucegroveexaminer.com,0.8521,5,High,0.8521,,,pc1
sptnkne.ws,0.3133,2,Low,0.3699,0.2000,,pc1+llm
sputnik-abkhazia.info,0.3466,2,Low,0.3699,0.3000,,pc1+llm
sputnik-abkhazia.ru,0.3465,2,Low,0.3697,0.3000,,pc1+llm
sputnik-georgia.com,0.4081,3,Mixed,0.4622,0.3000,,pc1+llm
sputnik-georgia.ru,0.4377,3,Mixed,0.5066,0.3000,,pc1+llm
sputnik-ossetia.com,0.5933,3,Mixed,0.5933,,,pc1
sputnik-ossetia.ru,0.6001,4,Moderately High,0.6001,,,pc1
sputnik-tj.com,0.4228,3,Mixed,0.4228,,,pc1
sputnik.az,0.4370,3,Mixed,0.5055,0.3000,,pc1+llm
sputnik.by,0.4277,3,Mixed,0.4915,0.3000,,pc1+llm
sputnik.kg,0.4962,3,Mixed,0.5943,0.3000,,pc1+llm
sputnik.kz,0.3465,2,Low,0.3697,0.3000,,pc1+llm
sputnik.md,0.3293,2,Low,0.3440,0.3000,,pc1+llm
sputniknews-uz.com,0.4073,3,Mixed,0.4610,0.3000,,pc1+llm
sputniknews.cn,0.2960,2,Low,0.3440,0.2000,,pc1+llm
sputniknews.com,0.2356,2,Low,0.3461,0.2000,1,pc1+llm+iffy
sputniknews.gr,0.3398,2,Low,0.3598,0.3000,,pc1+llm
sputniknews.lt,0.3929,2,Low,0.4893,0.2000,,pc1+llm
sputniknewslv.com,0.3133,2,Low,0.3699,0.2000,,pc1+llm
sputtaniamotutti.reattivonews.org,0.2670,2,Low,0.2670,,,pc1
squamishchief.com,0.7220,4,Moderately High,0.7330,0.7000,,pc1+llm
squawker.org,0.3621,2,Low,0.4681,,2,pc1+iffy
sr.de,0.6116,4,Moderately High,0.5174,0.8000,,pc1+llm
srbin.info,0.3059,2,Low,0.3588,0.2000,,pc1+llm
srf.ch,0.8715,5,High,0.8572,0.9000,,pc1+llm
srnnews.com,0.8633,5,High,0.8633,,,pc1
srpressgazette.com,0.6893,4,Moderately High,0.6893,,,pc1
stacyontheright.com,0.6917,4,Moderately High,0.6917,,,pc1
staffordshire-live.co.uk,0.6924,4,Moderately High,0.6924,,,pc1
stalberttoday.ca,0.7009,4,Moderately High,0.7009,,,pc1
stalkerzone.org,0.2451,2,Low,0.2677,0.2000,,pc1+llm
stamfordadvocate.com,0.7845,4,Moderately High,0.8267,0.7000,,pc1+llm
standard-freeholder.com,0.7095,4,Moderately High,0.7142,0.7000,,pc1+llm
standard.co.uk,0.7376,4,Moderately High,0.7564,0.7000,,pc1+llm
standard.net,0.8020,5,High,0.8531,0.7000,,pc1+llm
standardmedia.co.ke,0.7061,4,Moderately High,0.7091,0.7000,,pc1+llm
standforhealthfreedom.com,0.3415,2,Low,0.4122,0.2000,,pc1+llm
standpointmag.co.uk,0.4632,3,Mixed,0.4632,,,pc1
standupflorida.org,0.6266,4,Moderately High,0.6266,,,pc1
stanislausnews.com,0.3541,2,Low,0.3561,,4,pc1+iffy
star-telegram.com,0.7776,4,Moderately High,0.8163,0.7000,,pc1+llm
staradvertiser.com,0.8261,5,High,0.8891,0.7000,,pc1+llm
starbeacon.com,0.6231,4,Moderately High,0.6231,,,pc1
starbuckswatch.news,0.5577,3,Mixed,0.5577,,,pc1
starcourier.com,0.8706,5,High,0.8706,,,pc1
stardem.com,0.8790,5,High,0.8790,,,pc1
staresattheworld.com,0.1828,1,Very Low,0.1993,,2,pc1+iffy
starexponent.com,0.6734,4,Moderately High,0.6601,0.7000,,pc1+llm
stargazette.com,0.7081,4,Moderately High,0.7121,0.7000,,pc1+llm
starherald.com,0.6109,4,Moderately High,0.5664,0.7000,,pc1+llm
starlocalmedia.com,0.6467,4,Moderately High,0.6201,0.7000,,pc1+llm
starnewsonline.com,0.6619,4,Moderately High,0.6428,0.7000,,pc1+llm
starpolitical.com,0.5790,3,Mixed,0.5790,,,pc1
starpolitical.wordpress.com,0.7044,4,Moderately High,0.7044,,,pc1
starsandsticks.com,0.8323,5,High,0.8323,,,pc1
starspost.com,0.5012,3,Mixed,0.5012,,,pc1
startribune.com,0.8480,5,High,0.8720,0.8000,,pc1+llm
startsat60.com,0.6745,4,Moderately High,0.6745,,,pc1
starvation.news,0.2986,2,Low,0.2986,,,pc1
state-journal.com,0.6345,4,Moderately High,0.6018,0.7000,,pc1+llm
statenation.co,0.2438,2,Low,0.2438,,,pc1
statenislandreporter.com,0.6069,4,Moderately High,0.6069,,,pc1
stateofthenation.co,0.1822,1,Very Low,0.1893,0.2000,2,pc1+llm+iffy
stateofthenation2012.com,0.2393,2,Low,0.3036,0.2000,2,pc1+llm+iffy
statepress.com,0.7664,4,Moderately High,0.7996,0.7000,,pc1+llm
states-tv.com,0.2704,2,Low,0.2704,,,pc1
statesman.com,0.7776,4,Moderately High,0.8163,0.7000,,pc1+llm
statesmanjournal.com,0.8182,5,High,0.8773,0.7000,,pc1+llm
statesmanpost.com,0.6150,4,Moderately High,0.6150,,,pc1
statesville.com,0.8397,5,High,0.8397,,,pc1
statins.news,0.2423,2,Low,0.2423,,,pc1
statista.com,0.8421,5,High,0.8631,0.8000,,pc1+llm
statnews.com,0.8113,5,High,0.8169,0.8000,,pc1+llm
staugustine.com,0.6398,4,Moderately High,0.6097,0.7000,,pc1+llm
stcatharinesstandard.ca,0.7282,4,Moderately High,0.6923,0.8000,,pc1+llm
stcharlestimes.com,0.4019,3,Mixed,0.4278,,4,pc1+iffy
stclairtoday.com,0.6425,4,Moderately High,0.7887,,4,pc1+iffy
stcloudsun.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
steadfastandloyal.com,0.2371,2,Low,0.1993,0.2000,4,pc1+llm+iffy
steadfastclash.com,0.3379,2,Low,0.3318,,4,pc1+iffy
steadfastdaily.com,0.4806,3,Mixed,0.5459,,4,pc1+iffy
steamboatpilot.com,0.7040,4,Moderately High,0.7059,0.7000,,pc1+llm
stefanomontanari.net,0.6477,4,Moderately High,0.6477,,,pc1
stepfeed.com,0.6994,4,Moderately High,0.6994,,,pc1
stern.de,0.7066,4,Moderately High,0.6599,0.8000,,pc1+llm
stettlerindependent.com,0.6430,4,Moderately High,0.6430,,,pc1
steubencourier.com,0.7708,4,Moderately High,0.7708,,,pc1
stevenscountytimes.com,0.6251,4,Moderately High,0.6251,,,pc1
stevenspointjournal.com,0.5783,3,Mixed,0.5174,0.7000,,pc1+llm
steverotter.com,0.3167,2,Low,0.3167,,,pc1
stfnreport.com,0.3128,2,Low,0.3128,,,pc1
stgeorgegazette.com,0.2569,2,Low,0.2569,,,pc1
stgeorgenews.com,0.6658,4,Moderately High,0.6658,,,pc1
stgeorgeutah.com,0.5783,3,Mixed,0.5783,,,pc1
stgnews.com,0.6658,4,Moderately High,0.6658,,,pc1
sthelensreporter.co.uk,0.5527,3,Mixed,0.5527,,,pc1
stillcurtain.com,0.5121,3,Mixed,0.5121,,,pc1
stillnessinthestorm.com,0.1570,1,Very Low,0.1390,0.2000,2,pc1+llm+iffy
stiltonsplace.blogspot.com,0.4542,3,Mixed,0.4542,,,pc1
stimme.de,0.7569,4,Moderately High,0.7569,,,pc1
stimson.org,0.8641,5,High,0.8712,0.8500,,pc1+llm
stjamesnews.com,0.5992,3,Mixed,0.5992,,,pc1
stjoebentonharbor.com,0.4555,3,Mixed,0.5083,,4,pc1+iffy
stlamerican.com,0.6588,4,Moderately High,0.6382,0.7000,,pc1+llm
stlouisreporter.com,0.4958,3,Mixed,0.5688,,4,pc1+iffy
stlpublicradio.org,0.7306,4,Moderately High,0.6459,0.9000,,pc1+llm
stlrecord.com,0.5791,3,Mixed,0.6937,,4,pc1+iffy
stltoday.com,0.8228,5,High,0.8342,0.8000,,pc1+llm
stlwestnews.com,0.3646,2,Low,0.3719,,4,pc1+iffy
stneotscitizen.com,0.4458,3,Mixed,0.4458,,,pc1
stocknewsusa.com,0.8500,5,High,0.8500,,,pc1
stokesentinel.co.uk,0.6973,4,Moderately High,0.6959,0.7000,,pc1+llm
stonecoldtruth.com,0.2430,2,Low,0.2611,0.3000,2,pc1+llm+iffy
stonyplainreporter.com,0.5020,3,Mixed,0.5020,,,pc1
stopcensura.info,0.3037,2,Low,0.3037,,,pc1
stopcensura.online,0.3413,2,Low,0.3413,,,pc1
stopcensura.org,0.3353,2,Low,0.3353,,,pc1
stopcovidcold.com,0.4953,3,Mixed,0.4953,,,pc1
stopeatingpoison.com,0.2423,2,Low,0.2423,,,pc1
stopeuro.org,0.2840,2,Low,0.2840,,,pc1
stopfake.org,0.7664,4,Moderately High,0.7996,0.7000,,pc1+llm
stopmandatoryvaccination.com,0.2753,2,Low,0.3630,0.1000,,pc1+llm
stoppingsocialism.com,0.3261,2,Low,0.3272,0.3000,4,pc1+llm+iffy
stopsmoking.news,0.2770,2,Low,0.2770,,,pc1
stopworldcontrol.com,0.2735,2,Low,0.3603,0.1000,,pc1+llm
stormcloudsgathering.com,0.2084,2,Low,0.2377,,2,pc1+iffy
stormer-daily.rw,0.2375,2,Low,0.3313,,1,pc1+iffy
stormfront.org,0.0349,1,Very Low,0.0448,0.0000,1,pc1+llm+iffy
stormininnorman.com,0.6707,4,Moderately High,0.6707,,,pc1
stormthepaint.com,0.6300,4,Moderately High,0.6300,,,pc1
stornowaygazette.co.uk,0.6141,4,Moderately High,0.5711,0.7000,,pc1+llm
storycityherald.com,0.8273,5,High,0.8273,,,pc1
stpaulreporter.com,0.5213,3,Mixed,0.6070,,4,pc1+iffy
stpete4peace.org,0.6388,4,Moderately High,0.6388,,,pc1
stpetestandard.com,0.3838,2,Low,0.4006,,4,pc1+iffy
strafattiquotidiani.wordpress.com,0.2848,2,Low,0.2848,,,pc1
straffordnews.com,0.4651,3,Mixed,0.5227,,4,pc1+iffy
straight.com,0.7146,4,Moderately High,0.7219,0.7000,,pc1+llm
straightstoned.com,0.2165,2,Low,0.2165,,,pc1
straitstimes.com,0.7858,4,Moderately High,0.7536,0.8500,,pc1+llm
strangesounds.org,0.3820,2,Low,0.4230,0.3000,,pc1+llm
stratechery.com,0.7132,4,Moderately High,0.6699,0.8000,,pc1+llm
strategic-culture.org,0.1246,1,Very Low,0.1741,0.1000,1,pc1+llm+iffy
strategies.fr,0.4599,3,Mixed,0.4599,,,pc1
strategika51.org,0.2838,2,Low,0.2838,,,pc1
strategypage.com,0.9119,5,High,0.9119,,,pc1
stratfor.com,0.8746,5,High,0.9119,0.8000,,pc1+llm
stratfordbeaconherald.com,0.7018,4,Moderately High,0.7026,0.7000,,pc1+llm
strathroyagedispatch.com,0.5316,3,Mixed,0.5316,,,pc1
stream.nbcsports.com,0.7154,4,Moderately High,0.7154,,,pc1
stream.org,0.2834,2,Low,0.1918,0.4000,4,pc1+llm+iffy
streetsblog.org,0.6775,4,Moderately High,0.6663,0.7000,,pc1+llm
stridentconservative.com,0.6883,4,Moderately High,0.6883,,,pc1
stripehype.com,0.5715,3,Mixed,0.5715,,,pc1
stripes.com,0.9138,5,High,0.9707,0.8000,,pc1+llm
stroke.org,0.7512,4,Moderately High,0.6768,0.9000,,pc1+llm
stroudnewsandjournal.co.uk,0.7371,4,Moderately High,0.7557,0.7000,,pc1+llm
stthomastimesjournal.com,0.7578,4,Moderately High,0.7578,,,pc1
stubhillnews.com,0.3570,2,Low,0.3570,,,pc1
studentnewsdaily.com,0.6940,4,Moderately High,0.7410,0.6000,,pc1+llm
studionewsnetwork.com,0.3382,2,Low,0.3323,,4,pc1+iffy
studyfinds.org,0.6616,4,Moderately High,0.6923,0.6000,,pc1+llm
stuff.co.nz,0.8177,5,High,0.8265,0.8000,,pc1+llm
stupid.news,0.4588,3,Mixed,0.4588,,,pc1
stuppid.com,0.2438,2,Low,0.2438,,,pc1
sturgiscoldwaternews.com,0.3723,2,Low,0.3835,,4,pc1+iffy
sturgisjournal.com,0.5783,3,Mixed,0.5174,0.7000,,pc1+llm
stuttgarter-nachrichten.de,0.6080,4,Moderately High,0.5121,0.8000,,pc1+llm
stuttgarter-zeitung.de,0.6846,4,Moderately High,0.6269,0.8000,,pc1+llm
stv.tv,0.6921,4,Moderately High,0.6382,0.8000,,pc1+llm
stwnewspress.com,0.6815,4,Moderately High,0.6723,0.7000,,pc1+llm
subjectpolitics.com,0.1831,1,Very Low,0.1997,,2,pc1+iffy
succedenelmondo.com,0.2435,2,Low,0.2435,,,pc1
success-street.com,0.3286,2,Low,0.3286,,,pc1
suchanadaily.com,0.5922,3,Mixed,0.5922,,,pc1
sudbury.com,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
sudinfo.be,0.5527,3,Mixed,0.5040,0.6500,,pc1+llm
sudouest.fr,0.6116,4,Moderately High,0.5174,0.8000,,pc1+llm
sudradio.fr,0.4835,3,Mixed,0.4002,0.6500,,pc1+llm
sueddeutsche.de,0.6669,4,Moderately High,0.5504,0.9000,,pc1+llm
suffolkgazette.com,0.3629,2,Low,0.4443,0.2000,,pc1+llm
suffolknews.co.uk,0.7075,4,Moderately High,0.7112,0.7000,,pc1+llm
suffolknewsherald.com,0.7152,4,Moderately High,0.7152,,,pc1
suffolkreporter.com,0.5595,3,Mixed,0.6642,,4,pc1+iffy
sulatestagiannilannes.blogspot.com,0.4724,3,Mixed,0.4724,,,pc1
sulatestagiannilannes.blogspot.it,0.2438,2,Low,0.2438,,,pc1
summerlandreview.com,0.5992,3,Mixed,0.5992,,,pc1
summerlinreporter.com,0.3500,2,Low,,,4,iffy
summit.news,0.1842,1,Very Low,0.1934,0.2000,2,pc1+llm+iffy
summitdaily.com,0.6619,4,Moderately High,0.6428,0.7000,,pc1+llm
sumtertimes.com,0.2804,2,Low,0.2456,,4,pc1+iffy
sun-courier.com,0.6505,4,Moderately High,0.6505,,,pc1
sun-sentinel.com,0.8753,5,High,0.9129,0.8000,,pc1+llm
suncommercial.com,0.6337,4,Moderately High,0.6337,,,pc1
sunday-herald.com,0.2469,2,Low,0.2469,,,pc1
sundaysportonline.co.uk,0.3093,2,Low,0.3640,0.2000,,pc1+llm
sunderlandecho.com,0.5726,3,Mixed,0.5088,0.7000,,pc1+llm
sunflowerstatenews.com,0.3693,2,Low,0.3790,,4,pc1+iffy
sungazette.com,0.7584,4,Moderately High,0.7876,0.7000,,pc1+llm
sunherald.com,0.8159,5,High,0.8739,0.7000,,pc1+llm
sunjournal.com,0.7375,4,Moderately High,0.7563,0.7000,,pc1+llm
sunlightfoundation.com,0.7998,4,Moderately High,0.7996,0.8000,,pc1+llm
sunshinesentinel.com,0.3082,2,Low,0.2874,,4,pc1+iffy
sunshinestatenews.com,0.6337,4,Moderately High,0.6337,,,pc1
suntimes.com,0.7669,4,Moderately High,0.7504,0.8000,,pc1+llm
superbamente.com,0.2438,2,Low,0.2438,,,pc1
superbugs.news,0.2447,2,Low,0.2447,,,pc1
superfood.news,0.2557,2,Low,0.2557,,,pc1
superfoods.news,0.2423,2,Low,0.2423,,,pc1
superfoodsnews.com,0.4672,3,Mixed,0.4672,,,pc1
superiortelegram.com,0.6371,4,Moderately High,0.6057,0.7000,,pc1+llm
supernotizie.net,0.3820,2,Low,0.3820,,,pc1
supplementreference.com,0.1656,1,Very Low,0.2235,,1,pc1+iffy
supplementsreport.com,0.4600,3,Mixed,0.4600,,,pc1
supportisraelnow.com,0.3245,2,Low,0.4117,,2,pc1+iffy
suppressed.news,0.3184,2,Low,0.3184,,,pc1
supremepatriot.com,0.2438,2,Low,0.2438,,,pc1
surfacepost.com,0.5745,3,Mixed,0.5745,,,pc1
surrealscoop.com,0.4416,3,Mixed,0.4416,,,pc1
surreynowleader.com,0.6903,4,Moderately High,0.6854,0.7000,,pc1+llm
surveillance.news,0.2894,2,Low,0.2894,,,pc1
survival.news,0.2348,2,Low,0.3273,,1,pc1+iffy
survivalblog.com,0.2552,2,Low,0.2354,0.4000,2,pc1+llm+iffy
survivalgear.news,0.5407,3,Mixed,0.5407,,,pc1
survivethenews.com,0.2475,2,Low,0.3201,0.2000,2,pc1+llm+iffy
